CompanyIN;LegalFormID;LegalFormName;EmployeeLowerBound;ActivityScore;NaceCode;Nace;NaceSectionCode;NaceSection
5382904;112;Společnost s r.o.;NULL;22;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
5383072;121;Akciová společnost;1;22;68320;[68320] Správa nemovitostí na základě smlouvy nebo dohody;L;[L] Činnosti v oblasti nemovitostí
5385008;112;Společnost s r.o.;NULL;60;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
5418704;706;Spolek;NULL;47;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
5425352;112;Společnost s r.o.;1;82;10;[10] Výroba potravinářských výrobků;C;[C] Zpracovatelský průmysl
5463017;112;Společnost s r.o.;NULL;34;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
5491568;101;Fyz. os. podnikající dle živ. zákona;0;22;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
5506026;105;Fyz.osoba ost.;1;56;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
5518733;112;Společnost s r.o.;6;58;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
5522552;105;Fyz.osoba ost.;NULL;9;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
5523338;112;Společnost s r.o.;1;22;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
5533473;112;Společnost s r.o.;1;92;8559;[8559] Ostatní vzdělávání j. n.;P;[P] Vzdělávání
5533759;112;Společnost s r.o.;NULL;92;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
5545323;112;Společnost s r.o.;1;78;431;[431] Demolice a příprava staveniště;F;[F] Stavebnictví
5547563;112;Společnost s r.o.;NULL;22;581;[581] Vydávání knih, period. publikací, ost. vydavatelské činnosti;J;[J] Informační a komunikační činnosti
5619602;112;Společnost s r.o.;1;82;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
5619602;112;Společnost s r.o.;1;82;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
5622735;112;Společnost s r.o.;NULL;40;16;[016] Podpůrné činnosti pro zemědělství a posklizňové činnosti;A;[A] Zemědělství, lesnictví, rybářství
5626447;112;Společnost s r.o.;NULL;22;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
5637082;112;Společnost s r.o.;NULL;22;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
5664501;112;Společnost s r.o.;NULL;47;8129;[8129] Ostatní úklidové činnosti;N;[N] Administrativní a podpůrné činnosti
5725976;706;Spolek;NULL;28;94120;[94120] Činnosti profesních organizací;S;[S] Ostatní činnosti
5739373;112;Společnost s r.o.;NULL;53;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
5775787;121;Akciová společnost;NULL;46;6430;[6430] Činnosti trustů, fondů a podobných finančních subjektů;K;[K] Peněžnictví a pojišťovnictví
5799112;112;Společnost s r.o.;NULL;8;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
5807875;112;Společnost s r.o.;1;53;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
5893593;112;Společnost s r.o.;1;68;4690;[4690] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
5897980;112;Společnost s r.o.;NULL;34;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
5899184;112;Společnost s r.o.;1;55;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
5921287;121;Akciová společnost;NULL;34;6499;[6499] Ostatní finanční zprostředkování j. n.;K;[K] Peněžnictví a pojišťovnictví
5944619;112;Společnost s r.o.;10;93;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
5950660;112;Společnost s r.o.;6;95;731;[731] Reklamní činnosti;M;[M] Profesní, vědecké a technické činnosti
5975085;112;Společnost s r.o.;0;53;55;[55] Ubytování;I;[I] Ubytování, stravování a pohostinství
6010474;112;Společnost s r.o.;1;55;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
27037398;703;Odborová organizace a organizace zaměstnavatelů;NULL;64;94200;[94200] Činnosti odborových svazů;S;[S] Ostatní činnosti
27073823;112;Společnost s r.o.;1;85;7112;[7112] Inženýrské činnosti a související technické poradenství;M;[M] Profesní, vědecké a technické činnosti
27076831;112;Společnost s r.o.;6;80;80100;[80100] Činnosti soukromých bezpečnostních agentur;N;[N] Administrativní a podpůrné činnosti
27076831;112;Společnost s r.o.;6;80;80100;[80100] Činnosti soukromých bezpečnostních agentur;N;[N] Administrativní a podpůrné činnosti
27093450;121;Akciová společnost;NULL;38;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
27106179;112;Společnost s r.o.;10;38;64929;[64929] Ostatní poskytování úvěrů j. n.;K;[K] Peněžnictví a pojišťovnictví
27110605;112;Společnost s r.o.;NULL;40;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
27115739;112;Společnost s r.o.;NULL;55;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
27132951;112;Společnost s r.o.;1;40;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
27136752;121;Akciová společnost;NULL;28;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
27141250;121;Akciová společnost;6;55;70100;[70100] Činnosti vedení podniků;M;[M] Profesní, vědecké a technické činnosti
27193683;112;Společnost s r.o.;NULL;8;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
27197395;112;Společnost s r.o.;1;84;711;[711] Architektonické,inženýrské činnosti,souv.technic.poradenství;M;[M] Profesní, vědecké a technické činnosti
27198774;112;Společnost s r.o.;1;56;68202;[68202] Pronájem vlastních, pronajat.nemovitostí s nebyt. prostory;L;[L] Činnosti v oblasti nemovitostí
27204847;112;Společnost s r.o.;1;60;68320;[68320] Správa nemovitostí na základě smlouvy nebo dohody;L;[L] Činnosti v oblasti nemovitostí
27212971;112;Společnost s r.o.;NULL;0;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
27227243;112;Společnost s r.o.;NULL;5;68320;[68320] Správa nemovitostí na základě smlouvy nebo dohody;L;[L] Činnosti v oblasti nemovitostí
27233391;112;Společnost s r.o.;6;80;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
27238539;112;Společnost s r.o.;1;50;702;[702] Poradenství v oblasti řízení;M;[M] Profesní, vědecké a technické činnosti
27242587;111;Veřejná obch.společnost;NULL;56;85520;[85520] Umělecké vzdělávání;P;[P] Vzdělávání
27244784;112;Společnost s r.o.;25;100;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
27248160;112;Společnost s r.o.;1;85;711;[711] Architektonické,inženýrské činnosti,souv.technic.poradenství;M;[M] Profesní, vědecké a technické činnosti
27253015;112;Společnost s r.o.;NULL;9;8990;[08990] Ostatní těžba a dobývání j. n.;B;[B] Těžba a dobývání
27255719;112;Společnost s r.o.;20;28;66220;[66220] Činnosti zástupců pojišťovny a makléřů;K;[K] Peněžnictví a pojišťovnictví
27365662;112;Společnost s r.o.;NULL;50;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
27372057;112;Společnost s r.o.;NULL;0;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
27374629;112;Společnost s r.o.;1;40;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
48593974;112;Společnost s r.o.;NULL;0;4120;[4120] Výstavba bytových a nebytových budov;F;[F] Stavebnictví
49240196;121;Akciová společnost;50;95;65120;[65120] Neživotní pojištění;K;[K] Peněžnictví a pojišťovnictví
49270826;101;Fyz. os. podnikající dle živ. zákona;NULL;9;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
49358570;112;Společnost s r.o.;NULL;0;49410;[49410] Silniční nákladní doprava;H;[H] Doprava a skladování
49433717;121;Akciová společnost;50;99;46740;[46740] VO s železářským zbožím, instalatér., topenářskými potřebami;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
49608436;112;Společnost s r.o.;NULL;22;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
49616285;112;Společnost s r.o.;20;95;46340;[46340] Velkoobchod s nápoji;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
49618521;112;Společnost s r.o.;1;38;66190;[66190] Ostatní pomocné činnosti souv. s finančním zprostředkováním;K;[K] Peněžnictví a pojišťovnictví
49621947;112;Společnost s r.o.;20;68;46380;[46380] Specializovaný VO s jinými potravinami,vč.ryb,korýšů,měkkýšů;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
49703846;112;Společnost s r.o.;NULL;0;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
49709712;111;Veřejná obch.společnost;1;38;10710;[10710] Výroba pekařských a cukrářských výrobků, kromě trvanlivých;C;[C] Zpracovatelský průmysl
49711202;112;Společnost s r.o.;NULL;0;43290;[43290] Ostatní stavební instalace;F;[F] Stavebnictví
49825682;112;Společnost s r.o.;1;47;4690;[4690] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
74289926;101;Fyz. os. podnikající dle živ. zákona;0;22;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
74320971;101;Fyz. os. podnikající dle živ. zákona;0;28;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
74346521;101;Fyz. os. podnikající dle živ. zákona;0;38;8559;[8559] Ostatní vzdělávání j. n.;P;[P] Vzdělávání
74586556;101;Fyz. os. podnikající dle živ. zákona;0;9;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
74686364;101;Fyz. os. podnikající dle živ. zákona;NULL;55;96040;[96040] Činnosti pro osobní a fyzickou pohodu;S;[S] Ostatní činnosti
74771914;101;Fyz. os. podnikající dle živ. zákona;0;47;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
74946501;101;Fyz. os. podnikající dle živ. zákona;0;34;731;[731] Reklamní činnosti;M;[M] Profesní, vědecké a technické činnosti
75056119;105;Fyz.osoba ost.;0;55;86210;[86210] Všeobecná ambulantní zdravotní péče;Q;[Q] Zdravotní a sociální péče
75120852;105;Fyz.osoba ost.;0;9;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
34398;205;Družstvo;50;88;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
64335;331;Příspěvková organizace;100;78;90010;[90010] Scénická umění;R;[R] Kulturní, zábavní a rekreační činnosti
247707;112;Společnost s r.o.;NULL;0;43320;[43320] Truhlářské práce;F;[F] Stavebnictví
443093;706;Spolek;10;88;94996;[94996] Činnosti organizací na ochranu etnických, menšinových skupin;S;[S] Ostatní činnosti
506397;121;Akciová společnost;20;98;73110;[73110] Činnosti reklamních agentur;M;[M] Profesní, vědecké a technické činnosti
549274;112;Společnost s r.o.;100;99;46520;[46520] VO s elektronickým a telekomunikačním zařízením a jeho díly;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
549274;112;Společnost s r.o.;100;99;46520;[46520] VO s elektronickým a telekomunikačním zařízením a jeho díly;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
674443;706;Spolek;10;69;94996;[94996] Činnosti organizací na ochranu etnických, menšinových skupin;S;[S] Ostatní činnosti
1312898;101;Fyz. os. podnikající dle živ. zákona;0;47;14;[14] Výroba oděvů;C;[C] Zpracovatelský průmysl
1338463;105;Fyz.osoba ost.;1;9;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
1343343;105;Fyz.osoba ost.;NULL;28;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
1386034;932;Evropská společnost;NULL;64;70220;[70220] Ostatní poradenství v oblasti podnikání a řízení;M;[M] Profesní, vědecké a technické činnosti
1401335;145;Společen.vlast.jednot.;1;22;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
1417886;112;Společnost s r.o.;NULL;28;46120;[46120] Zprostředkování VO, VO v zastoupení s palivy, rudami, kovy;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
8415773;112;Společnost s r.o.;NULL;71;772;[772] Pronájem a leasing výrobků pro osobní potřebu, pro domácnost;N;[N] Administrativní a podpůrné činnosti
8433682;112;Společnost s r.o.;NULL;93;NULL;NULL;NULL;NULL
8478813;112;Společnost s r.o.;NULL;85;NULL;NULL;NULL;NULL
8478856;112;Společnost s r.o.;NULL;40;NULL;NULL;NULL;NULL
8479917;112;Společnost s r.o.;NULL;40;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
8489734;112;Společnost s r.o.;1;78;68320;[68320] Správa nemovitostí na základě smlouvy nebo dohody;L;[L] Činnosti v oblasti nemovitostí
8492549;112;Společnost s r.o.;NULL;40;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
8495475;424;Zahr.fyzická osoba;0;40;261;[261] Výroba elektronických součástek a desek;C;[C] Zpracovatelský průmysl
8515131;101;Fyz. os. podnikající dle živ. zákona;0;40;43120;[43120] Příprava staveniště;F;[F] Stavebnictví
8544336;112;Společnost s r.o.;NULL;64;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
8559651;112;Společnost s r.o.;NULL;40;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
8572887;112;Společnost s r.o.;50;88;NULL;NULL;NULL;NULL
8602646;112;Společnost s r.o.;NULL;40;NULL;NULL;NULL;NULL
8620008;161;Ústav;NULL;72;94996;[94996] Činnosti organizací na ochranu etnických, menšinových skupin;S;[S] Ostatní činnosti
8622205;112;Společnost s r.o.;NULL;88;4690;[4690] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
8635820;105;Fyz.osoba ost.;NULL;71;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
8667161;105;Fyz.osoba ost.;NULL;40;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
8689407;112;Společnost s r.o.;NULL;40;6810;[6810] Nákup a následný prodej vlastních nemovitostí;L;[L] Činnosti v oblasti nemovitostí
