CompanyIN;LegalFormID;LegalFormName;EmployeeLowerBound;ActivityScore;NaceCode;Nace;NaceSectionCode;NaceSection
73270571;105;Fyz.osoba ost.;0;9;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
73612308;105;Fyz.osoba ost.;NULL;22;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
73628484;105;Fyz.osoba ost.;0;9;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
73628701;105;Fyz.osoba ost.;0;28;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
73735108;105;Fyz.osoba ost.;1;47;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
5369355;112;Společnost s r.o.;NULL;40;70220;[70220] Ostatní poradenství v oblasti podnikání a řízení;M;[M] Profesní, vědecké a technické činnosti
5403847;101;Fyz. os. podnikající dle živ. zákona;0;34;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
5456428;112;Společnost s r.o.;NULL;40;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
5501598;112;Společnost s r.o.;NULL;47;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
5557135;112;Společnost s r.o.;20;68;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
5667453;121;Akciová společnost;NULL;38;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
5766575;112;Společnost s r.o.;1;50;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
5795974;112;Společnost s r.o.;1;40;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
5802326;112;Společnost s r.o.;NULL;40;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
5840562;112;Společnost s r.o.;NULL;0;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
5875943;112;Společnost s r.o.;NULL;77;731;[731] Reklamní činnosti;M;[M] Profesní, vědecké a technické činnosti
5913594;101;Fyz. os. podnikající dle živ. zákona;1;53;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
5919878;112;Společnost s r.o.;1;72;711;[711] Architektonické,inženýrské činnosti,souv.technic.poradenství;M;[M] Profesní, vědecké a technické činnosti
5933200;112;Společnost s r.o.;10;85;43210;[43210] Elektrické instalace;F;[F] Stavebnictví
5936039;101;Fyz. os. podnikající dle živ. zákona;0;40;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
5962161;112;Společnost s r.o.;NULL;22;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
5973007;112;Společnost s r.o.;1;55;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
5973007;112;Společnost s r.o.;1;55;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
5990491;121;Akciová společnost;NULL;55;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
5991641;112;Společnost s r.o.;NULL;40;4725;[4725] Maloobchod s nápoji;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
27012417;706;Spolek;NULL;78;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
27081273;112;Společnost s r.o.;1;34;62010;[62010] Programování;J;[J] Informační a komunikační činnosti
27083845;112;Společnost s r.o.;NULL;56;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
27086721;112;Společnost s r.o.;100;99;46442;[46442] Velkoobchod s pracími a čisticími prostředky;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
27087204;112;Společnost s r.o.;1;28;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
27089797;112;Společnost s r.o.;NULL;22;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
27113175;112;Společnost s r.o.;50;100;47750;[47750] Maloobchod s kosmetickými a toaletními výrobky;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
27133982;112;Společnost s r.o.;1;64;58290;[58290] Ostatní vydávání softwaru;J;[J] Informační a komunikační činnosti
27136272;112;Společnost s r.o.;1;28;64923;[64923] Činnosti zastaváren;K;[K] Peněžnictví a pojišťovnictví
27146081;112;Společnost s r.o.;NULL;5;55101;[55101] Hotely;I;[I] Ubytování, stravování a pohostinství
27146367;112;Společnost s r.o.;NULL;71;46190;[46190] Zprostředkování nespecializ.VO a nespecializ.VO v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
27153151;121;Akciová společnost;NULL;28;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
27153487;112;Společnost s r.o.;NULL;5;68320;[68320] Správa nemovitostí na základě smlouvy nebo dohody;L;[L] Činnosti v oblasti nemovitostí
27154891;112;Společnost s r.o.;NULL;56;70220;[70220] Ostatní poradenství v oblasti podnikání a řízení;M;[M] Profesní, vědecké a technické činnosti
27160572;112;Společnost s r.o.;200;99;72192;[72192] Výzkum a vývoj v oblasti technických věd;M;[M] Profesní, vědecké a technické činnosti
27164969;112;Společnost s r.o.;NULL;9;581;[581] Vydávání knih, period. publikací, ost. vydavatelské činnosti;J;[J] Informační a komunikační činnosti
27195503;112;Společnost s r.o.;NULL;28;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
27198308;421;Odšt.záv.zahr.práv.os.;6;79;4120;[4120] Výstavba bytových a nebytových budov;F;[F] Stavebnictví
27205746;121;Akciová společnost;200;92;92000;[92000] Činnosti heren, kasin a sázkových kanceláří;R;[R] Kulturní, zábavní a rekreační činnosti
27205746;121;Akciová společnost;200;92;92000;[92000] Činnosti heren, kasin a sázkových kanceláří;R;[R] Kulturní, zábavní a rekreační činnosti
27208389;112;Společnost s r.o.;1;56;70220;[70220] Ostatní poradenství v oblasti podnikání a řízení;M;[M] Profesní, vědecké a technické činnosti
27213251;112;Společnost s r.o.;1;9;41201;[41201] Výstavba bytových budov;F;[F] Stavebnictví
27214656;112;Společnost s r.o.;1;86;73110;[73110] Činnosti reklamních agentur;M;[M] Profesní, vědecké a technické činnosti
27234711;112;Společnost s r.o.;NULL;22;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
27241963;112;Společnost s r.o.;NULL;34;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
27252841;112;Společnost s r.o.;6;88;70220;[70220] Ostatní poradenství v oblasti podnikání a řízení;M;[M] Profesní, vědecké a technické činnosti
49090453;105;Fyz.osoba ost.;1;34;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
49240901;121;Akciová společnost;3000;98;64190;[64190] Ostatní peněžní zprostředkování;K;[K] Peněžnictví a pojišťovnictví
49241869;112;Společnost s r.o.;6;98;4399;[4399] Ostatní specializované stavební činnosti j. n.;F;[F] Stavebnictví
49354477;112;Společnost s r.o.;NULL;34;55200;[55200] Rekreační a ostatní krátkodobé ubytování;I;[I] Ubytování, stravování a pohostinství
49549260;112;Společnost s r.o.;NULL;28;2200;[02200] Těžba dřeva;A;[A] Zemědělství, lesnictví, rybářství
49613472;112;Společnost s r.o.;1;73;47789;[47789] Ostatní MO s novým zbožím ve specializ. prodejnách j. n.;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
49619187;112;Společnost s r.o.;250;90;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
49626957;105;Fyz.osoba ost.;1;28;86210;[86210] Všeobecná ambulantní zdravotní péče;Q;[Q] Zdravotní a sociální péče
49682610;112;Společnost s r.o.;NULL;28;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
49703102;112;Společnost s r.o.;NULL;0;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
49704001;112;Společnost s r.o.;10;94;62020;[62020] Poradenství v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
49709399;111;Veřejná obch.společnost;NULL;0;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
49826255;112;Společnost s r.o.;NULL;9;45200;[45200] Opravy a údržba motorových vozidel, kromě motocyklů;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
74507541;101;Fyz. os. podnikající dle živ. zákona;0;50;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
74512021;101;Fyz. os. podnikající dle živ. zákona;0;9;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
74696912;101;Fyz. os. podnikající dle živ. zákona;NULL;20;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
75098679;706;Spolek;1;73;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
499943;706;Spolek;NULL;28;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
505641;121;Akciová společnost;100;99;55101;[55101] Hotely;I;[I] Ubytování, stravování a pohostinství
542024;121;Akciová společnost;NULL;34;43290;[43290] Ostatní stavební instalace;F;[F] Stavebnictví
549461;112;Společnost s r.o.;NULL;0;8553;[8553] Činnosti autoškol a jiných škol řízení;P;[P] Vzdělávání
549797;736;Pobočný spolek;NULL;40;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
571989;112;Společnost s r.o.;100;97;47990;[47990] Ostatní maloobchod mimo prodejny, stánky a trhy;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
907545;101;Fyz. os. podnikající dle živ. zákona;NULL;22;18140;[18140] Vázání a související činnosti;C;[C] Zpracovatelský průmysl
1049801;101;Fyz. os. podnikající dle živ. zákona;NULL;40;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
1091263;101;Fyz. os. podnikající dle živ. zákona;0;40;96040;[96040] Činnosti pro osobní a fyzickou pohodu;S;[S] Ostatní činnosti
1167154;101;Fyz. os. podnikající dle živ. zákona;0;56;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
1396749;112;Společnost s r.o.;10;91;9602;[9602] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
1397117;112;Společnost s r.o.;1;50;71110;[71110] Architektonické činnosti;M;[M] Profesní, vědecké a technické činnosti
8452822;112;Společnost s r.o.;1;73;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
8481415;101;Fyz. os. podnikající dle živ. zákona;0;40;73110;[73110] Činnosti reklamních agentur;M;[M] Profesní, vědecké a technické činnosti
8482888;101;Fyz. os. podnikající dle živ. zákona;0;40;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
8519269;424;Zahr.fyzická osoba;0;40;14;[14] Výroba oděvů;C;[C] Zpracovatelský průmysl
8522227;421;Odšt.záv.zahr.práv.os.;1;97;NULL;NULL;NULL;NULL
8533610;121;Akciová společnost;NULL;55;6430;[6430] Činnosti trustů, fondů a podobných finančních subjektů;K;[K] Peněžnictví a pojišťovnictví
8542015;112;Společnost s r.o.;1;40;1052;[1052] Výroba zmrzliny;C;[C] Zpracovatelský průmysl
8559295;101;Fyz. os. podnikající dle živ. zákona;0;40;18140;[18140] Vázání a související činnosti;C;[C] Zpracovatelský průmysl
8576912;112;Společnost s r.o.;NULL;40;NULL;NULL;NULL;NULL
8585385;101;Fyz. os. podnikající dle živ. zákona;0;40;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
8611939;932;Evropská společnost;NULL;40;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
8612358;121;Akciová společnost;NULL;40;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
8638829;112;Společnost s r.o.;NULL;40;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
8640351;101;Fyz. os. podnikající dle živ. zákona;NULL;40;NULL;NULL;NULL;NULL
8651833;112;Společnost s r.o.;NULL;40;2651;[2651] Výroba měřicích, zkušebních a navigačních přístrojů;C;[C] Zpracovatelský průmysl
8657181;105;Fyz.osoba ost.;NULL;40;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
8666741;105;Fyz.osoba ost.;NULL;40;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
8667977;112;Společnost s r.o.;1;40;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
8669732;121;Akciová společnost;NULL;55;4690;[4690] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
8676534;112;Společnost s r.o.;NULL;82;55;[55] Ubytování;I;[I] Ubytování, stravování a pohostinství
8677905;112;Společnost s r.o.;NULL;40;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
8717281;101;Fyz. os. podnikající dle živ. zákona;NULL;40;NULL;NULL;NULL;NULL
8758743;424;Zahr.fyzická osoba;NULL;40;22;[22] Výroba pryžových a plastových výrobků;C;[C] Zpracovatelský průmysl
8783144;112;Společnost s r.o.;1;72;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
8794758;112;Společnost s r.o.;1;90;711;[711] Architektonické,inženýrské činnosti,souv.technic.poradenství;M;[M] Profesní, vědecké a technické činnosti
8798451;112;Společnost s r.o.;NULL;40;NULL;NULL;NULL;NULL
8834601;101;Fyz. os. podnikající dle živ. zákona;NULL;40;14;[14] Výroba oděvů;C;[C] Zpracovatelský průmysl
8850496;101;Fyz. os. podnikající dle živ. zákona;NULL;60;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
24120693;112;Společnost s r.o.;6;85;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
24132608;421;Odšt.záv.zahr.práv.os.;NULL;9;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24135933;112;Společnost s r.o.;1;69;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24136701;112;Společnost s r.o.;NULL;9;431;[431] Demolice a příprava staveniště;F;[F] Stavebnictví
24139009;112;Společnost s r.o.;NULL;47;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24139009;112;Společnost s r.o.;NULL;47;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24142921;112;Společnost s r.o.;1;40;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24152277;112;Společnost s r.o.;NULL;0;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24153982;112;Společnost s r.o.;1;58;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
24171883;112;Společnost s r.o.;1;60;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
24174505;112;Společnost s r.o.;1;80;90020;[90020] Podpůrné činnosti pro scénická umění;R;[R] Kulturní, zábavní a rekreační činnosti
24177849;112;Společnost s r.o.;25;79;78100;[78100] Činnosti agentur zprostředkujících zaměstnání;N;[N] Administrativní a podpůrné činnosti
24193275;112;Společnost s r.o.;10;56;47781;[47781] Maloobchod s fotografickým a optickým zařízením a potřebami;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24193861;121;Akciová společnost;NULL;34;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
24198137;112;Společnost s r.o.;1;38;431;[431] Demolice a příprava staveniště;F;[F] Stavebnictví
24219312;112;Společnost s r.o.;1;55;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24253090;112;Společnost s r.o.;1;58;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
24261360;112;Společnost s r.o.;NULL;85;711;[711] Architektonické,inženýrské činnosti,souv.technic.poradenství;M;[M] Profesní, vědecké a technické činnosti
24274496;112;Společnost s r.o.;NULL;8;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24286478;112;Společnost s r.o.;1;78;106;[106] Výroba mlýnských a škrobárenských výrobků;C;[C] Zpracovatelský průmysl
24291862;118;Nadační fond;NULL;58;88999;[88999] Jiné ambulantní nebo terénní sociální služby j. n.;Q;[Q] Zdravotní a sociální péče
24302457;112;Společnost s r.o.;NULL;0;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
24313921;112;Společnost s r.o.;NULL;72;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24666289;112;Společnost s r.o.;1;85;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
24686727;112;Společnost s r.o.;6;75;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
24687596;112;Společnost s r.o.;1;82;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24691739;112;Společnost s r.o.;NULL;46;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
24692611;112;Společnost s r.o.;NULL;56;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
24698059;112;Společnost s r.o.;100;99;82990;[82990] Ostatní podpůrné činnosti pro podnikání j. n.;N;[N] Administrativní a podpůrné činnosti
24725382;112;Společnost s r.o.;1;47;63120;[63120] Činnosti související s webovými portály;J;[J] Informační a komunikační činnosti
24726435;112;Společnost s r.o.;25;70;38320;[38320] Úprava odpadů k dalšímu využití, kromě demontáží;E;"[E] Zásobování vodou; činnosti související s odpady a sanacemi"
24743801;112;Společnost s r.o.;NULL;9;6831;[6831] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
24746223;112;Společnost s r.o.;NULL;22;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
24761800;112;Společnost s r.o.;1;96;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
24761800;112;Společnost s r.o.;1;96;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
24763535;112;Společnost s r.o.;1;60;70220;[70220] Ostatní poradenství v oblasti podnikání a řízení;M;[M] Profesní, vědecké a technické činnosti
24768651;112;Společnost s r.o.;100;98;72191;[72191] Výzkum a vývoj v oblasti lékařských věd;M;[M] Profesní, vědecké a technické činnosti
24782173;112;Společnost s r.o.;10;56;55101;[55101] Hotely;I;[I] Ubytování, stravování a pohostinství
24791547;112;Společnost s r.o.;250;97;78100;[78100] Činnosti agentur zprostředkujících zaměstnání;N;[N] Administrativní a podpůrné činnosti
24799335;112;Společnost s r.o.;1;22;78300;[78300] Ostatní poskytování lidských zdrojů;N;[N] Administrativní a podpůrné činnosti
24800571;112;Společnost s r.o.;10;60;85100;[85100] Předškolní vzdělávání;P;[P] Vzdělávání
24809713;112;Společnost s r.o.;NULL;22;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
27862127;101;Fyz. os. podnikající dle živ. zákona;0;20;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
27862127;101;Fyz. os. podnikající dle živ. zákona;0;20;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
27864600;112;Společnost s r.o.;NULL;68;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
27865789;121;Akciová společnost;6;71;70100;[70100] Činnosti vedení podniků;M;[M] Profesní, vědecké a technické činnosti
27895351;112;Společnost s r.o.;NULL;0;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
27898695;112;Společnost s r.o.;1;34;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
27909859;112;Společnost s r.o.;1;38;73110;[73110] Činnosti reklamních agentur;M;[M] Profesní, vědecké a technické činnosti
28464460;112;Společnost s r.o.;NULL;9;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
28465946;112;Společnost s r.o.;1;28;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
28472691;112;Společnost s r.o.;NULL;0;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
28487656;112;Společnost s r.o.;NULL;28;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
28496655;112;Společnost s r.o.;NULL;0;78200;[78200] Činnosti agentur zprostředkujících práci na přechodnou dobu;N;[N] Administrativní a podpůrné činnosti
28499638;112;Společnost s r.o.;1;55;62;[62] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
28508637;112;Společnost s r.o.;NULL;22;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
28508823;112;Společnost s r.o.;NULL;0;43220;[43220] Instalace vody, odpadu, plynu, topení a klimatizace;F;[F] Stavebnictví
28511999;121;Akciová společnost;10;91;46470;[46470] Velkoobchod s nábytkem, koberci a svítidly;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
28530322;112;Společnost s r.o.;NULL;34;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
28572831;112;Společnost s r.o.;10;47;28250;[28250] Výroba průmyslových chladicích a klimatizačních zařízení;C;[C] Zpracovatelský průmysl
28583434;112;Společnost s r.o.;10;73;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
28594991;112;Společnost s r.o.;1;64;70220;[70220] Ostatní poradenství v oblasti podnikání a řízení;M;[M] Profesní, vědecké a technické činnosti
28594991;112;Společnost s r.o.;1;64;70220;[70220] Ostatní poradenství v oblasti podnikání a řízení;M;[M] Profesní, vědecké a technické činnosti
28599110;141;Obecně prospěšná spol.;50;91;87;[87] Pobytové služby sociální péče;Q;[Q] Zdravotní a sociální péče
28640608;121;Akciová společnost;1;78;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
28641787;112;Společnost s r.o.;NULL;46;431;[431] Demolice a příprava staveniště;F;[F] Stavebnictví
28648714;112;Společnost s r.o.;1;97;855;[855] Ostatní vzdělávání;P;[P] Vzdělávání
28650336;112;Společnost s r.o.;20;94;47911;[47911] Maloobchod prostřednictvím internetu;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
28738969;112;Společnost s r.o.;1;71;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
28821254;112;Společnost s r.o.;1;91;47250;[47250] Maloobchod s nápoji;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
62571435;101;Fyz. os. podnikající dle živ. zákona;0;22;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
62741292;112;Společnost s r.o.;NULL;9;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
62915061;112;Společnost s r.o.;1;68;43210;[43210] Elektrické instalace;F;[F] Stavebnictví
62934538;105;Fyz.osoba ost.;NULL;22;86220;[86220] Specializovaná ambulantní zdravotní péče;Q;[Q] Zdravotní a sociální péče
62958445;112;Společnost s r.o.;NULL;40;66220;[66220] Činnosti zástupců pojišťovny a makléřů;K;[K] Peněžnictví a pojišťovnictví
63060043;101;Fyz. os. podnikající dle živ. zákona;NULL;40;32120;[32120] Výroba klenotů a příbuzných výrobků;C;[C] Zpracovatelský průmysl
63060043;101;Fyz. os. podnikající dle živ. zákona;NULL;40;32120;[32120] Výroba klenotů a příbuzných výrobků;C;[C] Zpracovatelský průmysl
63079470;121;Akciová společnost;NULL;0;68100;[68100] Nákup a následný prodej vlastních nemovitostí;L;[L] Činnosti v oblasti nemovitostí
63147165;121;Akciová společnost;250;94;33120;[33120] Opravy strojů;C;[C] Zpracovatelský průmysl
63418916;101;Fyz. os. podnikající dle živ. zákona;0;77;43320;[43320] Truhlářské práce;F;[F] Stavebnictví
63671433;112;Společnost s r.o.;NULL;34;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
63672898;112;Společnost s r.o.;NULL;47;4777;[4777] Maloobchod s hodinami, hodinkami a klenoty;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
63677792;112;Společnost s r.o.;1;82;73110;[73110] Činnosti reklamních agentur;M;[M] Profesní, vědecké a technické činnosti
73628603;105;Fyz.osoba ost.;0;28;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
73630225;105;Fyz.osoba ost.;0;9;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
73630829;105;Fyz.osoba ost.;0;28;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
73734209;105;Fyz.osoba ost.;0;28;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
73734781;105;Fyz.osoba ost.;0;60;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
